ANT,491,"ANT 491 - Cooperative Internship1-3 hrs. Prerequisite(s): Prerequisites: 12 credits anthropology beyond 100-level and GPA of 2.5.   Supervised experience in professional settings. May be taken as 1-3 hrs. and repeated for a total of 6 hrs.     "
ANT,492,"ANT 492 - Special Problems1-6 hrs.    Individual study on an approved topic in anthropology.   Senior Honors Project (Students undertaking a Seniors Honor project will enroll in ANT 492H.)   "
AOS,103,"AOS 103 - Introduction to the Air Force Today1 hr.  Corequisite(s): AOS 103L .  A continuation of AOS 101 .     "
AOS,103L,"AOS 103L - Air Force Leadership Laboratory1 hr.  Corequisite(s): AOS 103 .  An application of material covered in AOS 103 . Includes uniform wear, customs and courtesies, drill and ceremonies and followership experiences.     "
AOS,203,"AOS 203 - Evolution of USAF Air and Space Power II1 hr.  Corequisite(s): AOS 203L .  A continuation of AOS 201 .     "
AOS,203L,"AOS 203L - Air Force Leadership Laboratory1 hr.  Corequisite(s): AOS 203 .  An application of material covered in AOS 203 . Includes uniform wear, customs and courtesies, drill and ceremonies and followership experiences.     "
AOS,313,"AOS 313 - Air Force Leadership Studies II3 hrs.  Corequisite(s): AOS 313L .  A continuation of AOS 312  with emphasis on ethics and the personnel system.     "
AOS,313L,"AOS 313L - Air Force Leadership Laboratory1 hr.  Corequisite(s): AOS 313 .  An application of material covered in AOS 313  through advanced leadership experiences. Cadets are assigned positions within a wing organization with a corresponding area of responsibility.     "
AOS,413,"AOS 413 - Preparation for Active Duty3 hrs.  Corequisite(s): AOS 413L .  Continues the regional studies of AOS 412   as well as examining military justice and Air Force policies and programs.     "
AOS,413L,"AOS 413L - Air Force Leadership Laboratory1 hr.  Corequisite(s): AOS 413 .  An application of material covered in AOS 413  through advanced leadership experiences. Cadets are assigned positions within a wing organization with a corresponding area of responsibility.     "
AOS,492,"AOS 492 - Special Projects1-2 hrs.    Requires permission of the chair.     "
APT,200,"APT 200 - Business English3 hrs.    Basic mechanics of grammar usage and punctuation for business communications.     "
APT,361,"APT 361 - Computer Applications in Business Technology I3 hrs.    Microcomputer knowledge and skill development via document production utilizing integrated word processing and spreadsheet software.     "
APT,363,"APT 363 - Computer Applications in Business Technology II3 hrs.    Microcomputer knowledge and skill development via document production utilizing integrated database and presentation software.     "
APT,375,"APT 375 - Web-Based Tools3 hrs.    Apply principles of effective Web page design to develop and maintain Web-based instructional materials. Learn how Web-based instructional tools can enhance learning.     "
APT,380,"APT 380 - Organizational Communication3 hrs. Prerequisite(s): ENG 101 , ENG 102  and junior standing.   A study of communication in business organizations and the application of theory and methodology with emphasis on writing letters and reports.     (WI)"
APT,410,"APT 410 - Applied Technology3 hrs. Prerequisite(s): Student must be in final semester prior to graduation.   Students will apply the knowledge gained from all courses in the Applied Technology BS curriculum to evaluate and apply technology in the workplace, and will increase their awareness of the types of applied technology used and the issues involved in making applied technology successful.     "
ARE,309,"ARE 309 - Art in the Elementary Schools3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.)    An introduction to incorporating the visual arts in the school curriculum for the elementary classroom, for non-art majors, may not be used toward a major or minor in art.     "
ART,101,"ART 101 - Drawing I3 hrs.Studio.    A study of the possibilities of drawing as the expression of a variety of ways of seeing and thinking. (CC 1313)    "
ART,102,"ART 102 - Drawing II3 hrs.Studio. Prerequisite(s): ART 101 .   A continuation of ART 101  involving space, composition and sustained drawings. (CC 1323)    "
ART,111,"ART 111 - Design I3 hrs.Studio.    A study of the basic elements and principles of design and the ordering of them toward expression. (CC 1413)    "
ART,112,"ART 112 - Design II3 hrs.Studio. Prerequisite(s): ART 111 .   A continuation of the study of design with color theory and practice. (CC 1423)    "
ART,113,"ART 113 - Three-Dimensional Design3 hrs.Studio.    Concepts and basic visual problems in designing sculptural form with the dimensions of height, width and depth.     "
ART,130,"ART 130 - Art Appreciation3 hrs.    An introductory survey of visual arts themes, forms, and history for understanding and enjoyment of the medium.     "
ART,202,"ART 202 - Figure Drawing II3 hrs.Studio. Prerequisite(s): ART 201 .   Advanced study from the human figure involving composition and sustained drawings.     "
ART,251,"ART 251 - Workshop in Ceramics3 hrs.    Traditional techniques in the forming, firing and glazing of clay. May not be used toward the major or minor in art or art education. May be repeated. (CC 2613)    "
ART,301,"ART 301 - Drawing3 hrs.Studio. Prerequisite(s): ART 202 .   Advanced study of visual form in drawing.     "
ART,302,"ART 302 - Drawing3 hrs.Studio. Prerequisite(s): ART 301 .   Advanced study of visual form in drawing.     "
ART,303,"ART 303 - Drawing3 hrs.Studio. Prerequisite(s): ART 302 .   Advanced problematic study of form in drawing moving toward personal expression.     "
ART,321,"ART 321 - Painting I3 hrs.Studio. Prerequisite(s): ART 101 , ART 102 , ART 111 , ART 112 , ART 113 .   Introduction to problematic study of form in painting, including experiments with painting media and technique.     "
ART,322,"ART 322 - Painting II3 hrs.Studio. Prerequisite(s): ART 321 .   Intermediate problematic study of form in painting.     "
ART,323,"ART 323 - Painting III3 hrs.Studio. Prerequisite(s): ART 322 .   Advanced problematic study of painterly form moving toward an introduction to personal expression.     "
ART,334,"ART 334 - History of Art II3 hrs.A lecture course surveying Renaissance through contemporary art. Prerequisite(s): ENG 101 , ENG 102 .        "
ART,343,"ART 343 - Graphic Design III/Presentation3 hrs.Studio. Prerequisite(s): ART 101 , ART 102 , ART 111 .    Design systems and presentation methods for graphic layout, with an emphasis on the integration of type and image.   Note: ***  "
ART,351,"ART 351 - Ceramics I3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.)Studio. Prerequisite(s):  ART 113 .   Traditional techniques in the manipulation of clay and glazing.     "
ART,352,"ART 352 - Ceramics II3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.)Studio. Prerequisite(s): ART 351 .   Traditional utilitarian techniques in manipulation of clay from the wheel.     "
ART,353,"ART 353 - Ceramics III3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.)Studio. Prerequisite(s): ART 352 .   Utilitarian and aesthetic manipulation of clay from the wheel.     "
ART,361,"ART 361 - Sculpture I3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.)Studio. Prerequisite(s):  ART 113 .   Beginning sculpture with an introduction to materials techniques and processes, emphasis on problem-solving.     "
ART,362,"ART 362 - Sculpture II3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.)Studio. Prerequisite(s): ART 361 .   Continuation of beginning sculpture.     "
ART,363,"ART 363 - Sculpture III3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.)Studio, repeatable once for additional 3 hrs. Prerequisite(s): ART 362 .   Advanced study from the human figure involving three-dimensional modeling.     "
ART,384,"ART 384 - Digital Photography for Graphic Designers I3 hrs.Studio. Prerequisite(s): ART 316  or Permission of Instructor.    Introduction to the basic concepts and techniques of digital photography; emphasis on photography as a visual art.     "
ART,422,"ART 422 - Painting V3 hrs.Studio. Prerequisite(s): ART 421 .   Advanced development of a personal language and statement in painting.     "
ART,423,"ART 423 - Painting VI3 hrs.Studio. Prerequisite(s): ART 422 .   A sustained individual effort in painting leading to the independent work of the senior project.     "
ART,428,"ART 428 - Painting Project3-6 hrs. Prerequisite(s): ART 422 .   Independent expressive problem in painting culminating with an exhibition.     "
ART,437,"ART 437 - Art 1900-19403 hrs. Prerequisite(s): ART 334 .   The analysis of Fauvism, Expressionism, Cubism, Futurism, Dada and Surrealism.     "
ART,444,"ART 444 - Graphics Design Portfolio3 hrs.Studio. Prerequisite(s): ART 441  course series over two semesters.   Preparation of graphic design portfolio and preparation for entry into the profession.   Note: ***  "
ART,448,"ART 448 - Graphic Communication Project3 hrs. Prerequisite(s): ART 441  course series over two semesters.   A comprehensive design study initiated by the student in an area of specified interest under the direction of a committee of faculty advisers. Public presentation of portfolio.   Note: ***  WI"
ART,451,"ART 451 - Ceramics IV3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.)Studio. Prerequisite(s): ART 353 .   Continuation of Ceramics III.     "
ART,452,"ART 452 - Ceramics V3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.)Studio. Prerequisite(s): ART 451 .   Advanced ceramics, self-motivated ceramics with a personal level of expression.     "
ART,453,"ART 453 - Ceramics VI3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.)Studio. Prerequisite(s): ART 452 .   Continuation of Ceramics V with a direction toward a professional level of personal expression.     "
ART,458,"ART 458 - Ceramics Project3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.) Prerequisite(s): ART 453 .   Independent project in ceramics culminating with an exhibition. A written proposal, faculty committee and * is required.     "
ART,461,"ART 461 - Sculpture IV3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.)Studio. Prerequisite(s): ART 362 .   Sculpture problem-solving with a direction toward self-motivated personal expression.     "
ART,462,"ART 462 - Sculpture V3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.)Studio. Prerequisite(s): ART 461 .   Continuation of Sculpture IV.     "
ART,463,"ART 463 - Sculpture VI3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.)Studio. Prerequisite(s): ART 462 .   Advanced sculpture, self-motivated sculpture with a direction toward a professional level of personal expression.     "
ART,468,"ART 468 - Sculpture Project3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.) Prerequisite(s): ART 463 .   Independent project in sculpture culminating with an exhibition. A written proposal, faculty committee and * is required.     "
ART,491,"ART 491 - Art Internship1-9 hrs.    A professional work-training experience with a host organization, institution or artist as a means of preparing for a career goal or further studies. Permission of the faculty intern supervisor and department chair required. May be repeated.     "
ART,492,"ART 492 - Special Problems in Art1-3 hrs. Prerequisite(s): Senior standing and consent of instructor.   Individual research on an approved visual art problem, may be repeated up to three times.  Senior Honors Project (Students undertaking a Senior Honors project will enroll in ART 492H.)   "
AST,112,"AST 112 - General Astronomy II3 hrs.  Corequisite(s): AST 112L .  Stellar structure, evolution of the galaxy, extragalactic astronomy and cosmology.     "
AST,112L,"AST 112L - General Astronomy II Laboratory1 hr.  Corequisite(s): AST 112  .       "
BA,200,"BA 200 - The Legal Environment of Business3 hrs.    The study of the legal, political and regulatory environment in which businesses operate. (CC 2413)    "
BA,201,"BA 201 - Business Analytics I3 hrs. Prerequisite(s): Grade of C or higher in MAT 101  or higher.   Basic concepts: central tendency and dispersion; probability; binomial, Poisson and normal distributions; estimation; hypothesis testing; analysis of variance; regression analysis. It is highly recommended that students take BA 250  and BA 201 during the same semester.     "
BA,250,"BA 250 - Applied Business Analytics1 hr.    An introduction to analytics in the business context with emphasis on data-driven organizational decision making.     "
BA,260,"BA 260 - Business Analytics II3 hrs. Prerequisite(s): BA 201  and BA 250 .   A study of statistical methods, techniques, models, and analyses used in managerial decision making.     "
BCT,150,"BCT 150 - Blueprint Reading3 hrs.    This course is designed to equip students with the essential skills needed to accurately interpret and understand construction drawings and documents. This course covers the fundamentals of blueprint reading, including the recognition of symbols and notation, understanding scales, and deciphering technical drawings and documents.     "
BCT,250,"BCT 250 - Communication in Construction3 hrs. Prerequisite(s): BCT 100 .    Overview of communication skills and tools required to be successful in the construction industry. This course will introduce the people, processes and products necessary for relevant industry communications principally leveraging oral and written communications.     "
BCT,377,"BCT 377 - Construction Project Management3 hrs. Prerequisite(s): AEC 365 .   The principles of project management as pertaining to construction.     "
BCT,380,"BCT 380 - Construction Safety3 hrs. Prerequisite(s): AEC 204 .    Development and management of accident prevention programs in construction. OSHA regulations.     "
BCT,386,"BCT 386 - Project Controls3 hrs. Prerequisite(s): AEC 258 .   Management techniques for controlling the investment of resources through execution of construction projects.     "
BCT,400,"BCT 400 - Senior Capstone3 hrs.Fee A special fee is charged for this course. (See Special Fees listing in Student Expenses section.) (All labs are subject to a usage fee.) Prerequisite(s): BCT 377 , BCT 380 , and BCT 386 .   This capstone course integrates the curriculum component into a single final project.     "
BEE,440,"BEE 440 - Urban Ecology3 hrs. Prerequisite(s): BSC 110 /BSC 110L , BSC 111 /BSC 111L , and BSC 340 .   Ecology of organisms that inhabit human-dominated systems.     "
BLKS,490,"BLKS 490 - Directed Research in Black Studies3 hrs. Prerequisite(s): Students must complete a minimum of three courses in the Black Studies minor track before enrolling.    Research project or practicum and a directed service-learning component involving a critical aspect of Black Studies. May substitute BLKS 491 with administrative consent.     "
BLKS,491,"BLKS 491 - Service Learning in Black Studies3 hrs.     Academic service-learning project in the field of Black Studies in which students provide a service to the local community and create an academic product that reflects their effort.     "
BLS,401,"BLS 401 - Research Seminar3 hrs. Prerequisite(s): Liberal Studies BLS major and senior standing, ENG 101 , ENG 102 .    Design and implement an independent research project in collaboration with peers.     (WI)"
BLS,402,"BLS 402 - Liberal Studies Capstone3 hrs. Prerequisite(s): Liberal Studies BLS or University Studies BUS major and senior standing.    Assignments designed to enhance student pre-professional development and career preparation.     "
BLS,491,"BLS 491 - Experiential Learning Experience3 hrs. Prerequisite(s):  Liberal Studies BLS major and senior standing, ENG 101  and ENG 102 .    Experiential or Service Learning Experience.     (WI)"
BSC,103,"BSC 103 - Biology and Society3 hrs.  Corequisite(s): BSC 103L .  Concepts and methods of biological science and their relationship to human affairs.   Note: Course may not be counted toward program requirements in the Department of Biological Sciences.  "
BSC,103L,"BSC 103L - Biology and Society Laboratory1 hr Note: Course may not be counted toward a major in biological sciences  "
BSC,110,"BSC 110 - Principles of Biological Science I3 hrs.  Corequisite(s): BSC 110L .  Introduction to biological science, emphasizing cellular organization, metabolism, genetics, and inheritance.   Note: Course which may be counted toward program requirements in the Department of Biological Sciences.  "
BSC,110L,"BSC 110L - Principles of Biological Science I Laboratory1 hr.  Corequisite(s): BSC 110 .     Note: Course which may be counted toward a major in biological sciences  "
BSC,111,"BSC 111 - Principles of Biological Science II3 hrs.  Corequisite(s): BSC 111L .  Introduction to biological science, emphasizing evolution, diversity and classification, ecology, detailed consideration for various organism groups and viruses. (CC 1141)  Note: Course may be counted toward program requirements in the Department of Biological Sciences.  "
BSC,111L,"BSC 111L - Principles of Biological Science II Laboratory1 hr.  Corequisite(s): BSC 111 .     Note: Course which may be counted toward a major in biological sciences  "
BSC,197,"BSC 197 - First Year Foundations1 hr.    Introduction to higher education for students in the biological sciences including use of university resources for academic success, resumé development and career strategies.   Note: Course which may be counted toward a major in biological sciences  "
BSC,201,"BSC 201 - General Zoology3 hrs. Prerequisite(s): BSC 110 /BSC 110L  and BSC 111 /BSC 111L , CHE 106 /CHE 106L  or equivalent.  Concurrent registration in BSC 201L is required. Systematics, functional morphology and ecological relationships of animal phyla. (CC 2414)  Note: Course which may be counted toward a major in biological sciences  "
BSC,201L,"BSC 201L - General Zoology Laboratory1 hr.  Corequisite(s): BSC 201 . Concurrent registration in BSC 201 is required.    Note: Course which may be counted toward a major in biological sciences  "
BSC,226,"BSC 226 - General Botany3 hrs. Prerequisite(s): BSC 110 /BSC 110L  and BSC 111 /BSC 111L , CHE 106 /CHE 106L  or equivalent.   Systematics, structure, physiology, growth and development of plants. (CC 1313, 1314)  Note: Course which may be counted toward a major in biological sciences  "
BSC,226L,"BSC 226L - General Botany Laboratory1 hr.  Corequisite(s): BSC 226 .     Note: Course which may be counted toward a major in biological sciences  "
BSC,250,"BSC 250 - Human Anatomy and Physiology I3 hrs. Prerequisite(s): ACT score of 20 or greater, completion of a BSC lab course with a lab, or sophomore standing. Corequisite(s): BSC 250L .  Cells and tissues; integumentary, skeletal, muscular, immune, respiratory and circulatory systems; satisfies General Education Curriculum requirements for laboratory sciences.   Note: Course which may not be counted toward program requirements in the Department of Biological Sciences.  "
BSC,250L,"BSC 250L - Human Anatomy and Physiology I Laboratory1 hr.  Corequisite(s): BSC 250 . Concurrent registration in BSC 250  is required.  (CC 1511, 2511)  Note: Course which may not be counted toward a major in biological sciences.  "
BSC,251,"BSC 251 - Human Anatomy and Physiology II3 hrs. Prerequisite(s): ACT score of 20 or higher and completion of a BSC lab course with a lab, or sophomore standing.  Corequisite(s): BSC 251L .  Nutrition and metabolism; gastrointestinal, nervous, renal, endocrine and reproductive systems; satisfies General Education Curriculum requirements for laboratory sciences.   Note: Course may not be counted toward program requirements in the Department of Biological Sciences.  "
BSC,251L,"BSC 251L - Human Anatomy and Physiology II Laboratory1 hr.  Corequisite(s): BSC 251 . Concurrent registration in BSC 251  is required.  (CC 1521, 2521)  Note: Course which may not be counted toward a major in biological sciences.  "
BSC,282,"BSC 282 - General Microbiology3 hrs. Prerequisite(s): BSC 110 /BSC 110L  and BSC 111 /BSC 111L , CHE 106 /CHE 106L  or equivalent.  Concurrent registration in BSC 282L  is required. Current concepts in microbiology, including microbial structure and function, physiology, genetics, ecology and role in disease.   Note: Course which may be counted toward a major in biological sciences  "
BSC,282L,"BSC 282L - General Microbiology Laboratory1 hr.  Corequisite(s): BSC 282 . Concurrent registration in BSC 282  is required.    Note: Course which may be counted toward a major in biological sciences  "
BSC,283,"BSC 283 - Microorganisms in Health and Disease3 hrs. Prerequisite(s): BSC 110 /BSC 110L  or BSC 107 /BSC 107L   or BSC 250 /BSC 250L .  Concurrent registration in BSC 283L  is required. A study of microorganisms of public significance for nursing students.   Note: Course which may not be counted toward a major in biological sciences.  "
BSC,283L,"BSC 283L - Microorganisms in Health and Disease Lab1 hr.  Corequisite(s): BSC 283 . Concurrent registration in BSC 283  is required.    Note: Course which may not be counted toward a major in biological sciences.  "
BSC,305,"BSC 305 - Evolution3 hrs. Prerequisite(s): BSC 110 /BSC 110L  and BSC 111 /BSC 111L , CHE 106 /CHE 106L  or equivalent; BSC 370  recommended.   A comprehensive treatment of evolutionary theory.   Note: Course which may be counted toward a major in biological sciences  "
BSC,340,"BSC 340 - Introductory Ecology3 hrs. Prerequisite(s): BSC 110 /BSC 110L  and BSC 111 /BSC 111L , CHE 106 /CHE 106L  or comparable courses, or permission of the instructor.   Fundamental principles of ecology and exploration of environmental issues.   Note: Course which may be counted toward a major in biological sciences  "
BSC,345,"BSC 345 - Marine Biology3 hrs. Prerequisite(s): BSC 110 /BSC 110L , BSC 111 /BSC 111L , BSC 201 /BSC 201L .  Concurrent registration in BSC 345L  is required. Marine biological regimes and the influence of geological, physical and chemical oceanographic factors. (WI)   Note: Course which may be counted toward a major in biological sciences  (WI)"
BSC,345L,"BSC 345L - Marine Biology Laboratory1 hr.  Corequisite(s): BSC 345 . Concurrent registration in BSC 345   is required.    Note: Course which may be counted toward a major in biological sciences  "
BSC,360,"BSC 360 - Cell Biology3 hrs. Prerequisite(s): BSC 110 /BSC 110L  and BSC 111 /BSC 111L , CHE 106 /CHE 106L , CHE 107 /CHE 107L ; organic chemistry recommended.      Note: Course which may be counted toward a major in biological sciences  "
BSC,370,"BSC 370 - Genetics3 hrs. Prerequisite(s): BSC 110 /BSC 110L  and BSC 111 /BSC 111L , CHE 106 /CHE 106L ; one semester of organic chemistry recommended.   The fundamental principles of heredity.   Note: Course which may be counted toward a major in biological sciences  "
BSC,399,"BSC 399 - MCAT Preparation2 hrs. Prerequisite(s): minimum GPA 3.4; BSC 110 /BSC 110L , BSC 111 /BSC 111L ; CHE 106 /CHE 106L , CHE 107 /CHE 107L , CHE 255L /CHE 255L , CHE 256 /CHE 256L ; PHY 111 /PHY 111L , PHY 112 /PHY 112L ; ENG 101 , ENG 102 ; two MAT courses.   Overview of the computerized MCAT and strategies for success.   Note: Course may not be counted toward a major in biological sciences  "
BSC,422,"BSC 422 - Coastal and Marine Management3 hrs.    This course examines the major threats facing marine and coastal ecosystems and introduces students to the tools for managing these risks.     "
BSC,426,"BSC 426 - Introductory Mycology3 hrs. Prerequisite(s):  BSC 110 /BSC 110L , BSC 111 /BSC 111L , BSC 226 /BSC 226L .   Systematics, morphology, physiology and ecology of fungi.   Note: Course which may be counted toward a major in biological sciences  "
BSC,426L,"BSC 426L - Introductory Mycology Laboratory1 hr.  Corequisite(s): BSC 426 .     Note: Course which may be counted toward a major in biological sciences  "
